#  Steps           Epot           Temp           Ekin           Etot        Coord0A       Coord1A       Coord2A       Coord0B       Coord1B       Coord2B
    4460  -12733.416278       0.061984     185.953041  -12547.463237       1.010798      0.000536      0.033129    -10.657598     -0.000536     -0.033129
    4470  -12732.978373       0.061838     185.515134  -12547.463239       1.021025      0.000555      0.033495    -10.655825     -0.000555     -0.033495
    4480  -12732.490639       0.061676     185.027467  -12547.463172       1.031239      0.000574      0.033859    -10.654039     -0.000574     -0.033859
    4490  -12732.058815       0.061532     184.595675  -12547.463140       1.041437      0.000593      0.034221    -10.652237     -0.000593     -0.034221
    4500  -12731.805252       0.061447     184.342134  -12547.463118       1.051619      0.000613      0.034580    -10.650419     -0.000613     -0.034580
    4510  -12731.734671       0.061424     184.271552  -12547.463120       1.061783      0.000633      0.034933    -10.648583     -0.000633     -0.034933
    4520  -12731.676669       0.061404     184.213253  -12547.463417       1.071930      0.000653      0.035279    -10.646730     -0.000653     -0.035279
    4530  -12731.417204       0.061318     183.953865  -12547.463339       1.082059      0.000674      0.035616    -10.644859     -0.000674     -0.035616
    4540  -12730.904416       0.061147     183.441148  -12547.463269       1.092171      0.000697      0.035941    -10.642971     -0.000697     -0.035941
    4550  -12730.284906       0.060941     182.821767  -12547.463139       1.102268      0.000720      0.036254    -10.641068     -0.000720     -0.036254
    4560  -12729.756037       0.060764     182.293035  -12547.463002       1.112348      0.000746      0.036554    -10.639148     -0.000746     -0.036554
    4570  -12729.378651       0.060638     181.915414  -12547.463237       1.122412      0.000775      0.036840    -10.637212     -0.000775     -0.036840
    4580  -12729.051147       0.060529     181.587873  -12547.463274       1.132458      0.000805      0.037113    -10.635258     -0.000806     -0.037113
    4590  -12728.649768       0.060395     181.186469  -12547.463298       1.142484      0.000839      0.037373    -10.633284     -0.000839     -0.037373
    4600  -12728.183993       0.060240     180.720881  -12547.463113       1.152489      0.000875      0.037622    -10.631289     -0.000875     -0.037622
    4610  -12727.757574       0.060098     180.294649  -12547.462925       1.162471      0.000914      0.037859    -10.629271     -0.000914     -0.037859
    4620  -12727.393703       0.059977     179.930739  -12547.462964       1.172428      0.000956      0.038086    -10.627228     -0.000956     -0.038086
    4630  -12726.984162       0.059840     179.521180  -12547.462982       1.182359      0.001000      0.038304    -10.625159     -0.001000     -0.038304
    4640  -12726.450542       0.059663     178.987561  -12547.462981       1.192262      0.001047      0.038513    -10.623062     -0.001047     -0.038513
    4650  -12725.866679       0.059468     178.403752  -12547.462927       1.202137      0.001096      0.038713    -10.620937     -0.001096     -0.038713
    4660  -12725.368901       0.059302     177.905826  -12547.463075       1.211984      0.001147      0.038903    -10.618784     -0.001147     -0.038903
    4670  -12724.949961       0.059162     177.486822  -12547.463139       1.221805      0.001199      0.039084    -10.616605     -0.001199     -0.039084
    4680  -12724.478086       0.059005     177.014790  -12547.463297       1.231599      0.001252      0.039254    -10.614399     -0.001252     -0.039254
    4690  -12723.871624       0.058803     176.408401  -12547.463223       1.241367      0.001307      0.039415    -10.612167     -0.001307     -0.039415
    4700  -12723.188646       0.058575     175.725463  -12547.463183       1.251110      0.001362      0.039565    -10.609910     -0.001362     -0.039565
    4710  -12722.497790       0.058345     175.034519  -12547.463270       1.260828      0.001419      0.039705    -10.607628     -0.001419     -0.039705
    4720  -12721.748480       0.058095     174.285245  -12547.463235       1.270518      0.001477      0.039835    -10.605318     -0.001477     -0.039835
    4730  -12720.861076       0.057799     173.397762  -12547.463314       1.280181      0.001536      0.039955    -10.602981     -0.001536     -0.039955
    4740  -12719.893047       0.057477     172.429777  -12547.463269       1.289814      0.001597      0.040066    -10.600614     -0.001597     -0.040066
    4750  -12719.057626       0.057198     171.594412  -12547.463214       1.299415      0.001661      0.040167    -10.598215     -0.001661     -0.040167
    4760  -12718.479331       0.057005     171.016039  -12547.463292       1.308982      0.001728      0.040259    -10.595782     -0.001728     -0.040259
    4770  -12718.029382       0.056855     170.565956  -12547.463426       1.318513      0.001797      0.040341    -
